"id","pais","region","pais_wo","region_wo","continente","poblacion","date_cero","last_updated","casos_total","muertes_total","recuperados_total","muertes_per","recuperados_per","casos_pc","muertes_pc","recuperados_pc","casos_l14","muertes_l14","recuperados_l14","casos_pc_l14","muertes_pc_l14","recuperados_pc_l14","casos_m_l14","muertes_m_l14","recuperados_m_l14","muertes_m_l21","recuperados_m_l21","casos_lw","muertes_lw","recuperados_lw","casos_pc_lw","muertes_pc_lw","recuperados_pc_lw","casos_m_lw","muertes_m_lw","recuperados_m_lw","casos_l3","muertes_l3","recuperados_l3","casos_pc_l3","muertes_pc_l3","recuperados_pc_l3","casos_m_l3","muertes_m_l3","recuperados_m_l3","tendencia","tendencia_val","casos_d","casos_diff","casos_change_per","casos_change_per_m_lw","casos_change_per_m_l3","velocidad","velocidad_val","escenarios","escenarios_color","distribucion","pruebas_total","pruebas_pc","positivos_per","pruebas_lw","pruebas_pc_lw","pruebas_per_lw","hospitalizaciones_total","hospitalizaciones_per","movilidad_total","movilidad_lw","cuarentena_fd","cuarentena_d","region_img","rank_last_updated","rank_color_last_updated","rank_tendencia","rank_color_tendencia","rank_velocidad","rank_color_velocidad","rank_escenarios","rank_color_escenarios","rank_escenarios_color","rank_color_escenarios_color","rank_region_img","rank_color_region_img","rank_cuarentena_fd","rank_color_cuarentena_fd","rank_date_cero","rank_color_date_cero","rank_casos_total","rank_color_casos_total","rank_muertes_total","rank_color_muertes_total","rank_muertes_per","rank_color_muertes_per","rank_casos_pc","rank_color_casos_pc","rank_muertes_pc","rank_color_muertes_pc","rank_casos_l14","rank_color_casos_l14","rank_muertes_l14","rank_color_muertes_l14","rank_recuperados_l14","rank_color_recuperados_l14","rank_casos_pc_l14","rank_color_casos_pc_l14","rank_muertes_pc_l14","rank_color_muertes_pc_l14","rank_recuperados_pc_l14","rank_color_recuperados_pc_l14","rank_casos_m_l14","rank_color_casos_m_l14","rank_muertes_m_l14","rank_color_muertes_m_l14","rank_recuperados_m_l14","rank_color_recuperados_m_l14","rank_casos_l21","rank_color_casos_l21","rank_muertes_l21","rank_color_muertes_l21","rank_recuperados_l21","rank_color_recuperados_l21","rank_casos_pc_l21","rank_color_casos_pc_l21","rank_muertes_pc_l21","rank_color_muertes_pc_l21","rank_recuperados_pc_l21","rank_color_recuperados_pc_l21","rank_muertes_m_l21","rank_color_muertes_m_l21","rank_recuperados_m_l21","rank_color_recuperados_m_l21","rank_casos_lw","rank_color_casos_lw","rank_muertes_lw","rank_color_muertes_lw","rank_casos_pc_lw","rank_color_casos_pc_lw","rank_muertes_pc_lw","rank_color_muertes_pc_lw","rank_casos_m_lw","rank_color_casos_m_lw","rank_muertes_m_lw","rank_color_muertes_m_lw","rank_casos_l3","rank_color_casos_l3","rank_muertes_l3","rank_color_muertes_l3","rank_recuperados_l3","rank_color_recuperados_l3","rank_casos_pc_l3","rank_color_casos_pc_l3","rank_muertes_pc_l3","rank_color_muertes_pc_l3","rank_recuperados_pc_l3","rank_color_recuperados_pc_l3","rank_casos_m_l3","rank_color_casos_m_l3","rank_muertes_m_l3","rank_color_muertes_m_l3","rank_recuperados_m_l3","rank_color_recuperados_m_l3","rank_tendencia_val","rank_color_tendencia_val","rank_casos_d","rank_color_casos_d","rank_casos_diff","rank_color_casos_diff","rank_casos_change_per","rank_color_casos_change_per","rank_casos_change_per_m_lw","rank_color_casos_change_per_m_lw","rank_casos_change_per_m_l3","rank_color_casos_change_per_m_l3","rank_velocidad_val","rank_color_velocidad_val","rank_distribucion","rank_color_distribucion","rank_poblacion","rank_color_poblacion","rank_cuarentena_d","rank_color_cuarentena_d","rank_pruebas_total","rank_color_pruebas_total","rank_pruebas_pc","rank_color_pruebas_pc","rank_positivos_per","rank_color_positivos_per","rank_pruebas_lw","rank_color_pruebas_lw","rank_pruebas_pc_lw","rank_color_pruebas_pc_lw","rank_pruebas_per_lw","rank_color_pruebas_per_lw","rank_hospitalizaciones_total","rank_color_hospitalizaciones_total","rank_hospitalizaciones_per","rank_color_hospitalizaciones_per","rank_recuperados_total","rank_color_recuperados_total","rank_recuperados_lw","rank_color_recuperados_lw","rank_recuperados_pc","rank_color_recuperados_pc","rank_recuperados_per","rank_color_recuperados_per","rank_recuperados_pc_lw","rank_color_recuperados_pc_lw","rank_recuperados_m_lw","rank_color_recuperados_m_lw","rank_movilidad_total","rank_color_movilidad_total","rank_movilidad_lw","rank_color_movilidad_lw"
600,"Jordania",,"Jordania",,"Asia",9531712,"2020-03-22","2020-07-04",1147,10,897,0.871839581517001,78.204010462075,12.0335150705351,0.104912947432738,9.41069138471662,96,0,122,1.00716429535429,0,1.27993795867941,10.5714285714286,0,17.4285714285714,0,4.28571428571429,43,1,67,0.451125673960774,0.0104912947432738,0.702916747799346,6.14285714285714,0.142857142857143,9.57142857142857,14,1,11,0.146878126405834,0.0104912947432738,0.115404242176012,4.66666666666667,0.333333333333333,3.66666666666667,"Descendiendo",-41.8918918918919,5,5,0,-0.630252100840337,19.4444444444444,"Acelerando",-3185.18518518518,"<h2>La situación del coronavirus en Jordania esta controlada:</h2><br><br><br><b>Es fundamental</b> analizar la situación por región y tomar decisiones a ese nivel, aunque en Jordania sólo hay data disponible a nivel de país.<br><br>Hay que considerar también que la data de casos en Jordania es poco confiable ya que el porcentaje de pruebas positivas es inexistente, el porcentaje de hospitalizaciones es inexistentes, lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br><br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br><br>","good",1,,,,0,0,,,,-47.6102040816327,-14.5428571428571,"2020-03-18",110,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",1,"gray",2,"gray",,,1,"gray",1,"gray",15,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,"Kazajistán",,"Kazajistan",,"Asia",18632169,"2020-03-26","2020-07-05",47171,188,15556,0.398549956541095,32.9778889571983,253.169665861232,1.00900759326517,83.4900112810269,3555,53,1927,19.0799042237112,0.284454268314118,10.342327830968,389.857142857143,7.57142857142857,275.285714285714,6.28571428571429,244.142857142857,26391,15,2732,141.642124435432,0.0805059249945618,14.6628124723429,3770.14285714286,2.14285714285714,390.285714285714,4601,0,1711,24.6938507266653,0,9.18304251104635,1533.66666666667,0,570.333333333333,"Aumentando",867.057530230854,1452,1644,-11.6788321167883,530.474888643887,-0.814317239372408,"Desacelerando",-100.153507217176,"<h2>La situación del coronavirus en Kazajistán es sumamente grave:</h2><br><br><br><b>Es fundamental</b> analizar la situación por región y tomar decisiones a ese nivel, aunque en Kazajistán sólo hay data disponible a nivel de país.<br><br>• La tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.<br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -9% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br>","bad",1,1516972,8141.6822700567,3.10954981370783,15304,82.1375117411183,47.9598871827014,,,-21.9063829787234,-9.2,"2020-04-01",96,"https://rodillo.org/coronavirus/assets/img/default_banner.png",,,2,"gray",1,"gray",,,4,"gray",1,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,"Kenia",,"Kenia",,"África",47564296,"2020-04-02","2020-07-04",7577,159,2236,2.09845585324007,29.5103603009106,15.9300160776058,0.334284354802602,4.70100514049446,1333,20,386,2.80252229529477,0.0420483465160506,0.811533087759777,145.857142857143,2.85714285714286,55.1428571428571,3,47,1766,18,300,3.71286899736727,0.0378435118644456,0.630725197740759,252.285714285714,2.57142857142857,42.8571428571429,904,10,147,1.90058526252549,0.0210241732580253,0.309055346892972,301.333333333333,3.33333333333333,49,"Aumentando",72.9676787463271,389,258,50.7751937984496,13.6390932445865,11.6258846352251,"Desacelerando",-14.7605751589131,"<h2>La situación del coronavirus en Kenia parece estar controlada:</h2><br><br><br><b>Es fundamental</b> analizar la situación por región y tomar decisiones a ese nivel, aunque en Kenia sólo hay data disponible a nivel de país.<br><br><br><br><br>","good",1,140019,294.378371541545,5.41140845171013,2419,5.08574751111632,52.1336206896552,,,-28.8114942528736,-18.2857142857143,"2020-04-10",87,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",1,"gray",,,4,"gray",1,"gray",1,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,"Kirguistán",,"Kirguistan",,"Asia",6523529,"2020-03-31","2020-07-05",7377,88,2802,1.1928968415345,37.9829198861326,113.082964757266,1.34896311490299,42.9522119086157,1597,10,231,24.4806147102282,0.153291263057158,3.54102817662035,123.714285714286,1.42857142857143,33,1.42857142857143,31.4285714285714,2629,41,560,40.3002730577269,0.628494178534349,8.58431073120086,375.571428571429,5.85714285714286,80,1116,22,359,17.1073049571789,0.337240778725748,5.50315634375198,372,7.33333333333333,119.666666666667,"Aumentando",203.579676674365,283,327,-13.4556574923547,6.10250888538206,-17.5444776441074,"Desacelerando",-387.496142547755,"<h2>La situación del coronavirus en Kirguistán es grave:</h2><br><br><br><b>Es fundamental</b> analizar la situación por región y tomar decisiones a ese nivel, aunque en Kirguistán sólo hay data disponible a nivel de país.<br><br>• La tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.<br>• La data de casos en Kirguistán es poco confiable ya que el porcentaje de pruebas positivas es inexistente, el porcentaje de hospitalizaciones es inexistente, lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -12% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br>","bad",1,,,,0,0,,,,-35.5011235955056,-12.4571428571429,"2020-03-25",103,"https://rodillo.org/coronavirus/assets/img/default_banner.png",,,2,"gray",1,"gray",,,4,"gray",1,"gray",9,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,"Kosovo",,"Kosovo",,"Europa",1795666,"2020-03-30","2020-07-05",3508,75,1707,2.13797035347777,48.6602052451539,195.359270599321,4.17672328818388,95.0622220390652,508,13,94,28.2903390719655,0.723965369951873,5.23482652119047,97.5714285714286,1.85714285714286,13.4285714285714,0.428571428571429,3.57142857142857,831,26,660,46.2780940330774,1.44793073990375,36.7551649360182,118.714285714286,3.71428571428571,94.2857142857143,444,20,130,24.7262018660486,1.11379287684904,7.23965369951873,148,6.66666666666667,43.3333333333333,"Aumentando",21.6691068814056,152,178,-14.6067415730337,15.7602458398541,32.5659976219344,"Acelerando",106.633817472455,"<h2>La situación del coronavirus en Kosovo es sumamente grave:</h2><br><br><br><b>Es fundamental</b> analizar la situación por región y tomar decisiones a ese nivel, aunque en Kosovo sólo hay data disponible a nivel de país.<br><br>• La tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.<br>• La data de casos en Kosovo es poco confiable ya que el porcentaje de pruebas positivas es inexistente, el porcentaje de hospitalizaciones es inexistente, lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br>","bad",1,,,,0,0,,,,,,,,"https://rodillo.org/coronavirus/assets/img/default_banner.png",,,2,"gray",2,"gray",,,4,"gray",1,"gray",20,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,"Kuwait",,"Kuwait",,"Asia",4621638,"2020-03-13","2020-07-05",49941,368,40463,0.7368695060171,81.0216054944835,1080.59090737959,7.9625448812737,875.512101986352,5292,22,4254,114.504857368751,0.476021704858754,92.0452878395063,532.857142857143,3.14285714285714,607.714285714286,4.28571428571429,640.142857142857,4999,20,4969,108.165113754041,0.432747004417049,107.515993247416,714.142857142857,2.85714285714286,709.857142857143,2082,9,2748,45.0489631598148,0.194736151987672,59.4594384069025,694,3,916,"Aumentando",34.0214477211796,638,631,1.1093502377179,3.21301445051981,-10.9370500039661,"Desacelerando",-440.398406928941,"<h2>La situación del coronavirus en Kuwait es sumamente grave:</h2><br><br><br><b>Es fundamental</b> analizar la situación por región y tomar decisiones a ese nivel, aunque en Kuwait sólo hay data disponible a nivel de país.<br><br>• La tendencia de casos no parece estar disminuyendo si comparamos la última semana con la anterior.<br>• La data de casos en Kuwait es poco confiable ya que el porcentaje de pruebas positivas es muy alto (28%), el porcentaje de hospitalizaciones es inexistente, lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -47% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br>","bad",1,172498,3732.3996383966,28.9516400190147,16656,360.391705278518,82.6190476190476,,,-56.0990654205607,-46.8285714285714,"2020-03-20",108,"https://rodillo.org/coronavirus/assets/img/default_banner.png",,,2,"gray",1,"gray",,,4,"gray",1,"gray",13,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,"Letonia",,"Letonia",,"Europa",1919968,"2020-03-19","2020-07-04",1123,30,1000,2.67141585040071,89.0471950133571,58.4905581759696,1.5625260421007,52.0842014033567,3,0,29,0.15625260421007,0,1.51044184069734,2,0,4.14285714285714,0.285714285714286,8.28571428571429,9,0,68,0.46875781263021,0,3.54172569542826,1.28571428571429,0,9.71428571428571,2,0,26,0.104168402806713,0,1.35418923648727,0.666666666666667,0,8.66666666666667,"Descendiendo",-35.7142857142857,1,1,0,30,0,"Desacelerando",-100,"<h2>La situación del coronavirus en Letonia esta controlada:</h2><br><br><br><b>Es fundamental</b> analizar la situación por región y tomar decisiones a ese nivel, aunque en Letonia sólo hay data disponible a nivel de país.<br><br><br><br><br>","good",1,157826,8220.24117068618,0.711543091759279,9049,471.309938498975,91.3118062563068,,,-5.2950495049505,27.9142857142857,"2020-04-13",84,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",1,"gray",1,"gray",,,1,"gray",1,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,"Líbano",,"Libano",,"Asia",5416225,"2020-03-15","2020-07-04",1855,35,1304,1.88679245283019,70.2964959568733,34.2489464525569,0.646206536840696,24.0758092582934,204,1,184,3.76646095758577,0.0184630439097342,3.39720007939109,9.71428571428571,0.142857142857143,26.2857142857143,0,13.1428571428571,141,2,160,2.60328919127252,0.0369260878194684,2.95408702555747,20.1428571428571,0.285714285714286,22.8571428571429,67,1,81,1.23702394195219,0.0184630439097342,1.49550655668847,22.3333333333333,0.333333333333333,27,"Aumentando",107.352941176471,23,22,4.54545454545454,35.5054469340184,1.51515151515151,"Desacelerando",-95.7326223270272,"<h2>La situación del coronavirus en Líbano esta controlada:</h2><br><br><br><b>Es fundamental</b> analizar la situación por región y tomar decisiones a ese nivel, aunque en Líbano sólo hay data disponible a nivel de país.<br><br>Hay que considerar también que la data de casos en Líbano es poco confiable ya que el porcentaje de pruebas positivas es inexistente, el porcentaje de hospitalizaciones es inexistentes, lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br><br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br><br>","good",1,,,,0,0,,,,-36.2380952380952,-10.7714285714286,"2020-03-16",112,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",1,"gray",,,4,"gray",1,"gray",17,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,"Liberia",,"Liberia",,"África",3476608,"2020-04-21","2020-07-04",833,37,346,4.44177671068427,41.5366146458583,23.960135856559,1.06425573432495,9.95222929936306,145,1,35,4.170731931814,0.028763668495269,1.00672839733441,19.2857142857143,0.142857142857143,5,0.142857142857143,5.14285714285714,107,3,61,3.07771252899378,0.0862910054858069,1.75458377821141,15.2857142857143,0.428571428571429,8.71428571428571,41,1,34,1.17931040830603,0.028763668495269,0.977964728839144,13.6666666666667,0.333333333333333,11.3333333333333,"Descendiendo",-20.7407407407407,15,14,7.14285714285714,55.3803339517625,10.966810966811,"Desacelerando",-80.1972827098455,"<h2>La situación del coronavirus en Liberia esta controlada:</h2><br><br><br><b>Es fundamental</b> analizar la situación por región y tomar decisiones a ese nivel, aunque en Liberia sólo hay data disponible a nivel de país.<br><br>Hay que considerar también que la data de casos en Liberia es poco confiable ya que el porcentaje de pruebas positivas es inexistente, el porcentaje de hospitalizaciones es inexistentes, lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br><br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br><br>","good",1,,,,0,0,,,,,,,,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",1,"gray",1,"gray",,,2,"gray",1,"gray",20,"gray",51,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,"Libia",,"Libia",,"África",5363369,"2020-05-28","2020-07-04",918,27,230,2.94117647058824,25.0544662309368,17.1161074317281,0.503414924462591,4.28834935653318,191,8,59,3.56119446564277,0.149159977618545,1.10005483493677,19.7142857142857,1.14285714285714,8.42857142857143,0.428571428571429,3,183,9,88,3.41203448802422,0.167804974820864,1.640759753804,26.1428571428571,1.28571428571429,12.5714285714286,94,3,21,1.75262973701791,0.0559349916069545,0.391544941248682,31.3333333333333,1,7,"Aumentando",32.6086956521739,32,31,3.2258064516129,6.33321797417169,14.7116324535679,"Acelerando",132.293164605503,"<h2>La situación del coronavirus en Libia parece estar controlada:</h2><br><br><br><b>Es fundamental</b> analizar la situación por región y tomar decisiones a ese nivel, aunque en Libia sólo hay data disponible a nivel de país.<br><br>Hay que considerar también que la data de casos en Libia es poco confiable ya que el porcentaje de pruebas positivas es inexistente, el porcentaje de hospitalizaciones es inexistentes, lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br><br>• La tendencia de casos no parece estar aumentando si comparamos la última semana con la anterior.<br><br>","good",1,,,,0,0,,,,-4.87741935483871,-3.22857142857143,"2020-03-25",103,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",,,4,"gray",1,"gray",9,"gray",21,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,"Lituania",,"Lituania",,"Europa",2794329,"2020-03-22","2020-07-04",1831,79,1545,4.31458219552157,84.3801201529219,65.5255698237394,2.82715456912912,55.2905545481581,17,2,39,0.608375033863228,0.0715735333956739,1.39568390121564,4.57142857142857,0.285714285714286,5.57142857142857,0.142857142857143,6.57142857142857,19,1,44,0.679948567258902,0.0357867666978369,1.57461773470483,2.71428571428571,0.142857142857143,6.28571428571429,13,1,21,0.46522796707188,0.0357867666978369,0.751522100654576,4.33333333333333,0.333333333333333,7,"Descendiendo",-40.625,3,3,0,64.4557823129252,180.952380952381,"Acelerando",180.738786279683,"<h2>La situación del coronavirus en Lituania esta controlada:</h2><br><br><br><b>Es fundamental</b> analizar la situación por región y tomar decisiones a ese nivel, aunque en Lituania sólo hay data disponible a nivel de país.<br><br><br><br><br>","good",1,375275,13429.8788725308,0.487908866830991,18311,655.291485004092,91.8304914744233,,,-6.48571428571429,36.6571428571429,"2020-03-29",99,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",1,"gray",2,"gray",,,1,"gray",1,"gray",6,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,"Luxemburgo",,"Luxemburgo",,"Europa",626108,"2020-03-17","2020-07-05",4522,110,4016,2.43255196815568,88.8102609464839,722.239613612987,17.5688539357427,641.42288550857,122,0,22,19.4854561832783,0,3.51377078714854,7.14285714285714,0,3.14285714285714,0,4.85714285714286,280,0,38,44.7207191091633,0,6.0692404505293,40,0,5.42857142857143,127,0,13,20.2840404530848,0,2.07631910149687,42.3333333333333,0,4.33333333333333,"Aumentando",460,46,29,58.6206896551724,28.1721677038886,6.12997347480107,"Desacelerando",-78.2410301570264,"<h2>La situación del coronavirus en Luxemburgo es sumamente grave:</h2><br><br><br><b>Es fundamental</b> analizar la situación por región y tomar decisiones a ese nivel, aunque en Luxemburgo sólo hay data disponible a nivel de país.<br><br>• La tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.<br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -1% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br>","bad",1,191366,30564.3754751576,2.36301119321092,41049,6556.2171382573,97.1481989870781,,,-36.1436893203883,-1.17142857142857,"2020-03-18",110,"https://rodillo.org/coronavirus/assets/img/default_banner.png",,,2,"gray",1,"gray",,,4,"gray",1,"gray",15,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,"Macedonia del Norte",,"Macedonia del Norte",,"Europa",2077132,"2020-03-22","2020-07-05",7046,341,3027,4.83962531933012,42.9605449900653,339.217729061032,16.4168671032944,145.729785107543,974,48,411,46.8915793507586,2.31087865383615,19.7868984734721,149.857142857143,6.85714285714286,58.7142857142857,7.14285714285714,27.7142857142857,966,55,712,46.5064329084526,2.64788179085393,34.2780333652363,138,7.85714285714286,101.714285714286,421,20,429,20.2683315263546,0.962866105765064,20.6534779686606,140.333333333333,6.66666666666667,143,"Descendiendo",-7.91229742612012,114,145,-21.3793103448276,-3.94273422276771,-12.3787651333528,"Desacelerando",213.963976112576,"<h2>La situación del coronavirus en Macedonia del Norte es sumamente grave:</h2><br><br><br><b>Es fundamental</b> analizar la situación por región y tomar decisiones a ese nivel, aunque en Macedonia del Norte sólo hay data disponible a nivel de país.<br><br>• La tendencia de casos no parece estar disminuyendo si comparamos la última semana con la anterior.<br>• La data de casos en Macedonia del Norte es poco confiable ya que el porcentaje de pruebas positivas es inexistente, el porcentaje de hospitalizaciones es inexistente, lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -6% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br>","bad",1,,,,0,0,,,,-31.7469387755102,-5.62857142857143,"2020-03-21",107,"https://rodillo.org/coronavirus/assets/img/default_banner.png",,,1,"gray",1,"gray",,,4,"gray",1,"gray",12,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,"Madagascar",,"Madagascar",,"África",25680342,"2020-04-11","2020-07-03",2512,26,1057,1.03503184713376,42.078025477707,9.78180119252306,0.101244757565923,4.1159887979685,519,3,399,2.02100112218132,0.0116820874114527,1.55371762572321,23.2857142857143,0.428571428571429,57,0.428571428571429,17,590,10,195,2.29747719091903,0.038940291371509,0.759335681744425,84.2857142857143,1.42857142857143,27.8571428571429,292,6,91,1.13705650804806,0.0233641748229054,0.354356651480732,97.3333333333333,2,30.3333333333333,"Aumentando",261.963190184049,105,104,0.961538461538458,3.56328097251666,9.16075182531251,"Acelerando",157.087552061394,"<h2>La situación del coronavirus en Madagascar parece estar controlada:</h2><br><br><br><b>Es fundamental</b> analizar la situación por región y tomar decisiones a ese nivel, aunque en Madagascar sólo hay data disponible a nivel de país.<br><br>Hay que considerar también que la data de casos en Madagascar es poco confiable ya que el porcentaje de pruebas positivas es inexistente, el porcentaje de hospitalizaciones es inexistentes, lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br><br><br>","good",1,,,,0,0,,,,,,,,"https://rodillo.org/coronavirus/assets/img/default_banner.png",2,"gray",2,"gray",2,"gray",,,4,"gray",1,"gray",20,"gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
